391,Males,89,Education,2006
392,Males,11,Applied Arts,2006
393,Males,412,Humanities & Social Sciences,2006
394,Males,33,Mass Communication,2006
395,Males,176,Accountancy,2006
396,Males,432,Business & Administration,2006
397,Males,70,Law,2006
398,Males,388,"Natural, Physical & Mathematical Sciences",2006
399,Males,135,Medicine,2006
400,Males,18,Dentistry,2006
401,Males,24,Health Sciences,2006
402,Males,319,Information Technology,2006
403,Males,166,Architecture & Building,2006
404,Males,2934,Engineering Sciences,2006
405,Males,na,Services,2006
406,Females,302,Education,2006
407,Females,13,Applied Arts,2006
408,Females,1071,Humanities & Social Sciences,2006
409,Females,108,Mass Communication,2006
410,Females,468,Accountancy,2006
411,Females,819,Business & Administration,2006
412,Females,134,Law,2006
413,Females,880,"Natural, Physical & Mathematical Sciences",2006
414,Females,94,Medicine,2006
415,Females,14,Dentistry,2006
416,Females,57,Health Sciences,2006
417,Females,130,Information Technology,2006
418,Females,214,Architecture & Building,2006
419,Females,1199,Engineering Sciences,2006
420,Females,na,Services,2006
