31,Males,na,Education,1994
32,Males,na,Applied Arts,1994
33,Males,512,Humanities & Social Sciences,1994
34,Males,na,Mass Communication,1994
35,Males,271,Accountancy,1994
36,Males,413,Business & Administration,1994
37,Males,87,Law,1994
38,Males,374,"Natural, Physical & Mathematical Sciences",1994
39,Males,99,Medicine,1994
40,Males,23,Dentistry,1994
41,Males,14,Health Sciences,1994
42,Males,294,Information Technology,1994
43,Males,136,Architecture & Building,1994
44,Males,1666,Engineering Sciences,1994
45,Males,na,Services,1994
46,Females,na,Education,1994
47,Females,na,Applied Arts,1994
48,Females,1133,Humanities & Social Sciences,1994
49,Females,na,Mass Communication,1994
50,Females,378,Accountancy,1994
51,Females,733,Business & Administration,1994
52,Females,99,Law,1994
53,Females,566,"Natural, Physical & Mathematical Sciences",1994
54,Females,66,Medicine,1994
55,Females,6,Dentistry,1994
56,Females,39,Health Sciences,1994
57,Females,196,Information Technology,1994
58,Females,182,Architecture & Building,1994
59,Females,227,Engineering Sciences,1994
60,Females,na,Services,1994
