541,Males,103,Education,2011
542,Males,84,Applied Arts,2011
543,Males,708,Humanities & Social Sciences,2011
544,Males,41,Mass Communication,2011
545,Males,332,Accountancy,2011
546,Males,633,Business & Administration,2011
547,Males,121,Law,2011
548,Males,619,"Natural, Physical & Mathematical Sciences",2011
549,Males,136,Medicine,2011
550,Males,16,Dentistry,2011
551,Males,42,Health Sciences,2011
552,Males,388,Information Technology,2011
553,Males,121,Architecture & Building,2011
554,Males,3060,Engineering Sciences,2011
555,Males,24,Services,2011
556,Females,303,Education,2011
557,Females,132,Applied Arts,2011
558,Females,1772,Humanities & Social Sciences,2011
559,Females,133,Mass Communication,2011
560,Females,507,Accountancy,2011
561,Females,944,Business & Administration,2011
562,Females,208,Law,2011
563,Females,1217,"Natural, Physical & Mathematical Sciences",2011
564,Females,119,Medicine,2011
565,Females,26,Dentistry,2011
566,Females,213,Health Sciences,2011
567,Females,195,Information Technology,2011
568,Females,247,Architecture & Building,2011
569,Females,1215,Engineering Sciences,2011
570,Females,50,Services,2011
