331,Males,76,Education,2004
332,Males,11,Applied Arts,2004
333,Males,383,Humanities & Social Sciences,2004
334,Males,34,Mass Communication,2004
335,Males,234,Accountancy,2004
336,Males,325,Business & Administration,2004
337,Males,56,Law,2004
338,Males,409,"Natural, Physical & Mathematical Sciences",2004
339,Males,122,Medicine,2004
340,Males,14,Dentistry,2004
341,Males,11,Health Sciences,2004
342,Males,412,Information Technology,2004
343,Males,137,Architecture & Building,2004
344,Males,3022,Engineering Sciences,2004
345,Males,na,Services,2004
346,Females,336,Education,2004
347,Females,14,Applied Arts,2004
348,Females,993,Humanities & Social Sciences,2004
349,Females,109,Mass Communication,2004
350,Females,387,Accountancy,2004
351,Females,742,Business & Administration,2004
352,Females,91,Law,2004
353,Females,781,"Natural, Physical & Mathematical Sciences",2004
354,Females,77,Medicine,2004
355,Females,18,Dentistry,2004
356,Females,78,Health Sciences,2004
357,Females,309,Information Technology,2004
358,Females,185,Architecture & Building,2004
359,Females,1179,Engineering Sciences,2004
360,Females,na,Services,2004
