421,Males,73,Education,2007
422,Males,28,Applied Arts,2007
423,Males,441,Humanities & Social Sciences,2007
424,Males,28,Mass Communication,2007
425,Males,260,Accountancy,2007
426,Males,493,Business & Administration,2007
427,Males,84,Law,2007
428,Males,427,"Natural, Physical & Mathematical Sciences",2007
429,Males,144,Medicine,2007
430,Males,21,Dentistry,2007
431,Males,19,Health Sciences,2007
432,Males,303,Information Technology,2007
433,Males,131,Architecture & Building,2007
434,Males,3371,Engineering Sciences,2007
435,Males,0,Services,2007
436,Females,189,Education,2007
437,Females,41,Applied Arts,2007
438,Females,980,Humanities & Social Sciences,2007
439,Females,141,Mass Communication,2007
440,Females,575,Accountancy,2007
441,Females,894,Business & Administration,2007
442,Females,123,Law,2007
443,Females,827,"Natural, Physical & Mathematical Sciences",2007
444,Females,83,Medicine,2007
445,Females,15,Dentistry,2007
446,Females,67,Health Sciences,2007
447,Females,190,Information Technology,2007
448,Females,208,Architecture & Building,2007
449,Females,1337,Engineering Sciences,2007
450,Females,0,Services,2007
