241,Males,63,Education,2001
242,Males,na,Applied Arts,2001
243,Males,534,Humanities & Social Sciences,2001
244,Males,39,Mass Communication,2001
245,Males,257,Accountancy,2001
246,Males,403,Business & Administration,2001
247,Males,58,Law,2001
248,Males,358,"Natural, Physical & Mathematical Sciences",2001
249,Males,97,Medicine,2001
250,Males,19,Dentistry,2001
251,Males,17,Health Sciences,2001
252,Males,249,Information Technology,2001
253,Males,124,Architecture & Building,2001
254,Males,2517,Engineering Sciences,2001
255,Males,na,Services,2001
256,Females,147,Education,2001
257,Females,na,Applied Arts,2001
258,Females,1520,Humanities & Social Sciences,2001
259,Females,77,Mass Communication,2001
260,Females,484,Accountancy,2001
261,Females,807,Business & Administration,2001
262,Females,96,Law,2001
263,Females,754,"Natural, Physical & Mathematical Sciences",2001
264,Females,42,Medicine,2001
265,Females,16,Dentistry,2001
266,Females,46,Health Sciences,2001
267,Females,133,Information Technology,2001
268,Females,199,Architecture & Building,2001
269,Females,803,Engineering Sciences,2001
270,Females,na,Services,2001
