511,Males,67,Education,2010
512,Males,84,Applied Arts,2010
513,Males,703,Humanities & Social Sciences,2010
514,Males,30,Mass Communication,2010
515,Males,380,Accountancy,2010
516,Males,674,Business & Administration,2010
517,Males,139,Law,2010
518,Males,568,"Natural, Physical & Mathematical Sciences",2010
519,Males,134,Medicine,2010
520,Males,16,Dentistry,2010
521,Males,39,Health Sciences,2010
522,Males,419,Information Technology,2010
523,Males,97,Architecture & Building,2010
524,Males,3117,Engineering Sciences,2010
525,Males,29,Services,2010
526,Females,262,Education,2010
527,Females,121,Applied Arts,2010
528,Females,1474,Humanities & Social Sciences,2010
529,Females,147,Mass Communication,2010
530,Females,554,Accountancy,2010
531,Females,859,Business & Administration,2010
532,Females,90,Law,2010
533,Females,1091,"Natural, Physical & Mathematical Sciences",2010
534,Females,94,Medicine,2010
535,Females,25,Dentistry,2010
536,Females,196,Health Sciences,2010
537,Females,154,Information Technology,2010
538,Females,178,Architecture & Building,2010
539,Females,1020,Engineering Sciences,2010
540,Females,35,Services,2010
