271,Males,63,Education,2002
272,Males,na,Applied Arts,2002
273,Males,591,Humanities & Social Sciences,2002
274,Males,30,Mass Communication,2002
275,Males,226,Accountancy,2002
276,Males,318,Business & Administration,2002
277,Males,73,Law,2002
278,Males,276,"Natural, Physical & Mathematical Sciences",2002
279,Males,122,Medicine,2002
280,Males,23,Dentistry,2002
281,Males,20,Health Sciences,2002
282,Males,365,Information Technology,2002
283,Males,134,Architecture & Building,2002
284,Males,2617,Engineering Sciences,2002
285,Males,na,Services,2002
286,Females,163,Education,2002
287,Females,na,Applied Arts,2002
288,Females,1609,Humanities & Social Sciences,2002
289,Females,91,Mass Communication,2002
290,Females,541,Accountancy,2002
291,Females,751,Business & Administration,2002
292,Females,77,Law,2002
293,Females,699,"Natural, Physical & Mathematical Sciences",2002
294,Females,60,Medicine,2002
295,Females,11,Dentistry,2002
296,Females,49,Health Sciences,2002
297,Females,199,Information Technology,2002
298,Females,224,Architecture & Building,2002
299,Females,880,Engineering Sciences,2002
300,Females,na,Services,2002
