571,Males,116,Education,2012
572,Males,102,Applied Arts,2012
573,Males,737,Humanities & Social Sciences,2012
574,Males,37,Mass Communication,2012
575,Males,447,Accountancy,2012
576,Males,572,Business & Administration,2012
577,Males,140,Law,2012
578,Males,837,"Natural, Physical & Mathematical Sciences",2012
579,Males,129,Medicine,2012
580,Males,21,Dentistry,2012
581,Males,61,Health Sciences,2012
582,Males,484,Information Technology,2012
583,Males,155,Architecture & Building,2012
584,Males,2870,Engineering Sciences,2012
585,Males,28,Services,2012
586,Females,526,Education,2012
587,Females,139,Applied Arts,2012
588,Females,1494,Humanities & Social Sciences,2012
589,Females,133,Mass Communication,2012
590,Females,589,Accountancy,2012
591,Females,825,Business & Administration,2012
592,Females,207,Law,2012
593,Females,1074,"Natural, Physical & Mathematical Sciences",2012
594,Females,123,Medicine,2012
595,Females,21,Dentistry,2012
596,Females,218,Health Sciences,2012
597,Females,280,Information Technology,2012
598,Females,241,Architecture & Building,2012
599,Females,1210,Engineering Sciences,2012
600,Females,34,Services,2012
