61,Males,12,Education,1995
62,Males,na,Applied Arts,1995
63,Males,497,Humanities & Social Sciences,1995
64,Males,na,Mass Communication,1995
65,Males,289,Accountancy,1995
66,Males,365,Business & Administration,1995
67,Males,94,Law,1995
68,Males,460,"Natural, Physical & Mathematical Sciences",1995
69,Males,93,Medicine,1995
70,Males,20,Dentistry,1995
71,Males,12,Health Sciences,1995
72,Males,306,Information Technology,1995
73,Males,140,Architecture & Building,1995
74,Males,1715,Engineering Sciences,1995
75,Males,na,Services,1995
76,Females,101,Education,1995
77,Females,na,Applied Arts,1995
78,Females,1240,Humanities & Social Sciences,1995
79,Females,na,Mass Communication,1995
80,Females,395,Accountancy,1995
81,Females,788,Business & Administration,1995
82,Females,100,Law,1995
83,Females,572,"Natural, Physical & Mathematical Sciences",1995
84,Females,48,Medicine,1995
85,Females,8,Dentistry,1995
86,Females,46,Health Sciences,1995
87,Females,193,Information Technology,1995
88,Females,156,Architecture & Building,1995
89,Females,276,Engineering Sciences,1995
90,Females,na,Services,1995
