451,Males,53,Education,2008
452,Males,31,Applied Arts,2008
453,Males,478,Humanities & Social Sciences,2008
454,Males,32,Mass Communication,2008
455,Males,295,Accountancy,2008
456,Males,505,Business & Administration,2008
457,Males,94,Law,2008
458,Males,469,"Natural, Physical & Mathematical Sciences",2008
459,Males,131,Medicine,2008
460,Males,18,Dentistry,2008
461,Males,10,Health Sciences,2008
462,Males,308,Information Technology,2008
463,Males,148,Architecture & Building,2008
464,Males,3150,Engineering Sciences,2008
465,Males,14,Services,2008
466,Females,172,Education,2008
467,Females,50,Applied Arts,2008
468,Females,1203,Humanities & Social Sciences,2008
469,Females,132,Mass Communication,2008
470,Females,536,Accountancy,2008
471,Females,960,Business & Administration,2008
472,Females,115,Law,2008
473,Females,796,"Natural, Physical & Mathematical Sciences",2008
474,Females,96,Medicine,2008
475,Females,17,Dentistry,2008
476,Females,77,Health Sciences,2008
477,Females,210,Information Technology,2008
478,Females,243,Architecture & Building,2008
479,Females,1386,Engineering Sciences,2008
480,Females,43,Services,2008
