301,Males,97,Education,2003
302,Males,11,Applied Arts,2003
303,Males,456,Humanities & Social Sciences,2003
304,Males,33,Mass Communication,2003
305,Males,222,Accountancy,2003
306,Males,284,Business & Administration,2003
307,Males,59,Law,2003
308,Males,371,"Natural, Physical & Mathematical Sciences",2003
309,Males,128,Medicine,2003
310,Males,21,Dentistry,2003
311,Males,15,Health Sciences,2003
312,Males,377,Information Technology,2003
313,Males,175,Architecture & Building,2003
314,Males,2948,Engineering Sciences,2003
315,Males,na,Services,2003
316,Females,264,Education,2003
317,Females,10,Applied Arts,2003
318,Females,1152,Humanities & Social Sciences,2003
319,Females,82,Mass Communication,2003
320,Females,524,Accountancy,2003
321,Females,693,Business & Administration,2003
322,Females,81,Law,2003
323,Females,742,"Natural, Physical & Mathematical Sciences",2003
324,Females,66,Medicine,2003
325,Females,11,Dentistry,2003
326,Females,48,Health Sciences,2003
327,Females,242,Information Technology,2003
328,Females,235,Architecture & Building,2003
329,Females,1016,Engineering Sciences,2003
330,Females,na,Services,2003
