91,Males,46,Education,1996
92,Males,na,Applied Arts,1996
93,Males,497,Humanities & Social Sciences,1996
94,Males,na,Mass Communication,1996
95,Males,262,Accountancy,1996
96,Males,358,Business & Administration,1996
97,Males,75,Law,1996
98,Males,449,"Natural, Physical & Mathematical Sciences",1996
99,Males,97,Medicine,1996
100,Males,24,Dentistry,1996
101,Males,9,Health Sciences,1996
102,Males,362,Information Technology,1996
103,Males,142,Architecture & Building,1996
104,Males,1701,Engineering Sciences,1996
105,Males,na,Services,1996
106,Females,199,Education,1996
107,Females,na,Applied Arts,1996
108,Females,1364,Humanities & Social Sciences,1996
109,Females,na,Mass Communication,1996
110,Females,433,Accountancy,1996
111,Females,848,Business & Administration,1996
112,Females,106,Law,1996
113,Females,541,"Natural, Physical & Mathematical Sciences",1996
114,Females,53,Medicine,1996
115,Females,13,Dentistry,1996
116,Females,59,Health Sciences,1996
117,Females,194,Information Technology,1996
118,Females,136,Architecture & Building,1996
119,Females,250,Engineering Sciences,1996
120,Females,na,Services,1996
