481,Males,67,Education,2009
482,Males,47,Applied Arts,2009
483,Males,547,Humanities & Social Sciences,2009
484,Males,36,Mass Communication,2009
485,Males,346,Accountancy,2009
486,Males,630,Business & Administration,2009
487,Males,92,Law,2009
488,Males,574,"Natural, Physical & Mathematical Sciences",2009
489,Males,122,Medicine,2009
490,Males,12,Dentistry,2009
491,Males,22,Health Sciences,2009
492,Males,370,Information Technology,2009
493,Males,135,Architecture & Building,2009
494,Males,2991,Engineering Sciences,2009
495,Males,13,Services,2009
496,Females,281,Education,2009
497,Females,88,Applied Arts,2009
498,Females,1423,Humanities & Social Sciences,2009
499,Females,128,Mass Communication,2009
500,Females,596,Accountancy,2009
501,Females,857,Business & Administration,2009
502,Females,118,Law,2009
503,Females,946,"Natural, Physical & Mathematical Sciences",2009
504,Females,97,Medicine,2009
505,Females,19,Dentistry,2009
506,Females,107,Health Sciences,2009
507,Females,162,Information Technology,2009
508,Females,179,Architecture & Building,2009
509,Females,1217,Engineering Sciences,2009
510,Females,36,Services,2009
