631,Males,124,Education,2014
632,Males,165,Applied Arts,2014
633,Males,803,Humanities & Social Sciences,2014
634,Males,44,Mass Communication,2014
635,Males,473,Accountancy,2014
636,Males,631,Business & Administration,2014
637,Males,180,Law,2014
638,Males,786,"Natural, Physical & Mathematical Sciences",2014
639,Males,134,Medicine,2014
640,Males,15,Dentistry,2014
641,Males,124,Health Sciences,2014
642,Males,708,Information Technology,2014
643,Males,146,Architecture & Building,2014
644,Males,3288,Engineering Sciences,2014
645,Males,135,Services,2014
646,Females,401,Education,2014
647,Females,229,Applied Arts,2014
648,Females,1619,Humanities & Social Sciences,2014
649,Females,114,Mass Communication,2014
650,Females,649,Accountancy,2014
651,Females,846,Business & Administration,2014
652,Females,176,Law,2014
653,Females,1103,"Natural, Physical & Mathematical Sciences",2014
654,Females,127,Medicine,2014
655,Females,30,Dentistry,2014
656,Females,309,Health Sciences,2014
657,Females,289,Information Technology,2014
658,Females,258,Architecture & Building,2014
659,Females,1251,Engineering Sciences,2014
660,Females,219,Services,2014
