601,Males,167,Education,2013
602,Males,172,Applied Arts,2013
603,Males,818,Humanities & Social Sciences,2013
604,Males,62,Mass Communication,2013
605,Males,399,Accountancy,2013
606,Males,693,Business & Administration,2013
607,Males,189,Law,2013
608,Males,870,"Natural, Physical & Mathematical Sciences",2013
609,Males,134,Medicine,2013
610,Males,21,Dentistry,2013
611,Males,95,Health Sciences,2013
612,Males,542,Information Technology,2013
613,Males,143,Architecture & Building,2013
614,Males,3346,Engineering Sciences,2013
615,Males,134,Services,2013
616,Females,422,Education,2013
617,Females,164,Applied Arts,2013
618,Females,1766,Humanities & Social Sciences,2013
619,Females,100,Mass Communication,2013
620,Females,688,Accountancy,2013
621,Females,897,Business & Administration,2013
622,Females,179,Law,2013
623,Females,1257,"Natural, Physical & Mathematical Sciences",2013
624,Females,124,Medicine,2013
625,Females,27,Dentistry,2013
626,Females,296,Health Sciences,2013
627,Females,250,Information Technology,2013
628,Females,258,Architecture & Building,2013
629,Females,1344,Engineering Sciences,2013
630,Females,398,Services,2013
